City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Scaggsville / Laurel,20723,7-Eleven,"9651 Washington Blvd N, 20723",3.79,7-Eleven,42.739557,-83.0334814,3.76
Scaggsville / Laurel,20723,Exxon,"7500 Montpelier Rd, 20723",3.99,Exxon,39.159558,-76.893227,3.96
Scaggsville / Laurel,20723,Exxon,"8850 Gorman Rd, 20723",4.05,Exxon,39.1315805,-76.8205188,4.02
Scaggsville / Laurel,20723,Shell,"9280 All Saints Rd, 20723",4.05,Shell,39.1195226,-76.8519516,4.0
Scaggsville / Laurel,20723,Weis,"9250 Washington Blvd N, 20723",3.79,-,42.739557,-83.0334814,3.79
Columbia (Town Center),21044,Exxon,"10141 Little Patuxent Pkwy, 21044",4.29,Exxon,39.2181995,-76.8577067,4.26
Columbia (Town Center),21044,Exxon,"10611 Little Patuxent Pkwy, 21044",4.29,Exxon,39.213332,-76.8709132,4.26
Columbia (East),21045,Liberty,"6425 Dobbin Center Way, 21045",3.67,-,39.1968235,-76.8216821,3.67
Columbia (East),21045,7-Eleven,"8251 Snowden River Pkwy, 21045",3.78,7-Eleven,39.2090716,-76.8034905,3.75
Columbia (East),21045,7-Eleven,"5901 Stevens Forest Rd, 21045",3.77,7-Eleven,39.210533,-76.847772,3.74
Columbia (East),21045,Mobil,"6251 Columbia Crossing Cir, 21045",3.85,Mobil,39.1995215,-76.8147128,3.82
Columbia (East),21045,Shell,"7248 Cradlerock Way, 21045",3.89,Shell,39.1862523,-76.8457193,3.84
Columbia (East),21045,Exxon,"6004 Foreland Garth, 21045",3.89,Exxon,39.2049806,-76.8164844,3.86
Columbia (East),21045,Exxon,"7100 Minstrel Way, 21045",3.79,Exxon,39.177736,-76.84448,3.76
Columbia (South),21046,Shell,"9101 Snowden River Pkwy, 21046",3.89,Shell,39.1827983,-76.8205935,3.84
Columbia (South),21046,Royal Farms,"7084 Minstrel Way, 21046",3.79,Royal Farms,39.1759477,-76.8444624,3.69
Ellicott City (West),21042,Mobil,"9320 Baltimore National Pike, 21042",3.75,Mobil,39.2779163,-76.8325436,3.72
Ellicott City (West),21042,Carroll Motor Fuels,"9109 BALTIMORE NATIONAL PIKE, 21042",3.71,-,39.2771741,-76.8262007,3.71
Ellicott City (West),21042,Dash-In,"9075 Baltimore National Pike, 21042",3.79,-,39.2762251,-76.8250029,3.79
Ellicott City (West),21042,Sunoco,"9395 Baltimore National Pike, 21042",3.89,Sunoco,39.2772371,-76.8350415,3.86
Ellicott City (West),21042,Shell,"4755 Dorsey Hall Dr, 21042",4.09,Shell,39.2423537,-76.8403131,4.04
Ellicott City (West),21042,Sunoco,"10214 Baltimore National Pike, 21042",3.79,Sunoco,39.2803307,-76.8652201,3.76
Ellicott City (East),21043,Carroll Motor Fuels,"4132 Old Columbia Pike, 21043",3.71,-,39.2565046,-76.8197592,3.71
Ellicott City (East),21043,Shell,"64 Frederick Rd, 21043",3.73,Shell,39.2654947,-76.7906258,3.68
Ellicott City (East),21043,Exxon,"4235 Montgomery Rd, 21043",3.73,Exxon,39.2554156,-76.8184372,3.7
Ellicott City (East),21043,Carroll Motor Fuels,"8720 Baltimore National Pike, 21043",3.79,-,39.2808054,-76.8147058,3.79
Ellicott City (East),21043,Dash In,"4205 Montgomery Rd, 21043",3.79,-,39.2561283,-76.8190081,3.79
Ellicott City (East),21043,Mobil,"4398 Montgomery Rd, 21043",3.79,Mobil,39.2520755,-76.8165282,3.76
Ellicott City (East),21043,Exxon,"8850 Centre Park Dr, 21043",3.89,Exxon,39.2279074,-76.8127674,3.86
Ellicott City (East),21043,Carroll Motor Fuels,"8300 Baltimore National Pike, 21043",3.71,-,39.2895052,-76.7997418,3.71
Ellicott City (East),21043,BP,"8505 Baltimore National Pike, 21043",3.71,BP,39.2842309,-76.8075056,3.66
Severn,21144,7-Eleven,"500 Donaldson Ave, 21144",3.77,7-Eleven,39.136636,-76.659232,3.74
Severn,21144,Royal Farms,"7843 Telegraph Rd, 21144",3.79,Royal Farms,39.1373727,-76.684828,3.69
Severn,21144,Exxon,"805 Reece Rd, 21144",3.89,Exxon,39.1361231,-76.6867451,3.86
Severn,21144,Sunoco,"8272 Quarterfield Rd, 21144",3.79,Sunoco,39.1165734,-76.681597,3.76
Hanover (Arundel Mills),21076,7-Eleven,"1075 Dorsey Rd, 21076",3.76,7-Eleven,39.1599143,-76.6836798,3.73
Hanover (Arundel Mills),21076,Royal Farms,"7910 Shipley Homestead Dr, 21076",3.79,Royal Farms,39.1325985,-76.7399104,3.69
Hanover (Arundel Mills),21076,Shell,"2631 Old Annapolis Rd, 21076",3.79,Shell,39.2041164,-76.6417554,3.74
Hanover (Arundel Mills),21076,Wawa,"7710 Milestone Pkwy, 21076",3.79,Wawa,39.154105,-76.744585,3.79
Hanover (Arundel Mills),21076,Exxon,"7898 Ridge Rd, 21076",3.89,Exxon,39.1344773,-76.7347419,3.86
Hanover (Arundel Mills),21076,Exxon,"7043 Arundel Mills Cir, 21076",3.99,Exxon,39.1539236,-76.7222726,3.96
Hanover (Arundel Mills),21076,Exxon,"7671 Arundel Mills Blvd, 21076",4.09,Exxon,39.15227,-76.7312534,4.06
Hanover (Arundel Mills),21076,Shell,"1356 Dorsey Rd, 21076",4.15,Shell,39.1588425,-76.7114914,4.1
Jessup,20794,Sunoco,"2739 Annapolis Rd, 20794",3.72,Sunoco,39.1365014,-76.7506844,3.69
Jessup,20794,BP,"8810 Washington Blvd, 20794",3.77,BP,39.1445028,-76.8091941,3.72
