City,Zip,Station,Address,Base,Discount,Lat,Long,Net
Scaggsville / Laurel,20723,7-Eleven,"9651 Washington Blvd N Laurel, MD, 20723",2.85,7-Eleven,39.1145065,-76.8332451,2.82
Scaggsville / Laurel,20723,Weis,"9250 Washington Blvd N Savage, MD, 20723",2.85,-,,,2.85
Scaggsville / Laurel,20723,Shell,"9280 All Saints Rd Laurel, MD, 20723",3.0,Shell,39.1195226,-76.8519516,2.95
Scaggsville / Laurel,20723,Exxon,"8850 Gorman Rd Laurel, MD, 20723",3.09,Exxon,39.1315267,-76.8193204,3.06
Scaggsville / Laurel,20723,Exxon,"9275 All Saints Rd Laurel, MD, 20723",3.09,Exxon,39.1189484,-76.8513125,3.06
Scaggsville / Laurel,20723,Exxon,"7500 Montpelier Rd Laurel, MD, 20723",3.39,Exxon,39.1605066,-76.8919581,3.36
Columbia (Wilde Lake / Town Center),21044,BP,"5485 HARPERS FARM RD Columbia, MD, 21044",3.29,BP,39.2222482,-76.8891396,3.24
Columbia (Wilde Lake / Town Center),21044,Sunoco,"6440 Freetown Rd, 21044",3.39,Sunoco,39.1950229,-76.8817831,3.36
Columbia (Wilde Lake / Town Center),21044,Exxon,"10611 Little Patuxent Pkwy Columbia, MD, 21044",3.59,Exxon,39.213332,-76.8709132,3.56
Columbia (Wilde Lake / Town Center),21044,Exxon,"10141 Little Patuxent Pkwy Columbia, MD, 21044",3.69,Exxon,39.2181995,-76.8577067,3.66
Columbia (East),21045,Exxon,"7100 Minstrel Way Columbia, MD, 21045",2.89,Exxon,39.1770183,-76.8436668,2.86
Columbia (East),21045,Liberty,"6425 Dobbin Center Way Columbia, MD, 21045",2.97,-,,,2.97
Columbia (East),21045,Shell,"7248 Cradlerock Way Columbia, MD, 21045",2.99,Shell,39.1860412,-76.8456123,2.94
Columbia (East),21045,Exxon,"6004 Foreland Garth Columbia, MD, 21045",2.99,Exxon,,,2.96
Columbia (East),21045,Mobil,"6251 Columbia Crossing Cir Columbia, MD, 21045",3.09,Mobil,39.1995215,-76.8147128,3.06
Columbia (East),21045,7-Eleven,"5901 Stevens Forest Rd Columbia, MD, 21045",3.09,7-Eleven,39.2096156,-76.8479806,3.06
Columbia (East),21045,7-Eleven,"8251 Snowden River Pkwy Columbia, MD, 21045",3.09,7-Eleven,39.2090716,-76.8034905,3.06
Columbia (Guilford),21046,Exxon,"6300 Stevens Forest, 21046",2.99,Exxon,39.1973061,-76.8530941,2.96
Columbia (Guilford),21046,Exxon,"7201 Eden Brook Dr, 21046",3.0,Exxon,39.1698781,-76.8656991,2.97
Columbia (Guilford),21046,Shell,"9101 Snowden River Pkwy Columbia, MD, 21046",3.05,Shell,39.1806134,-76.8250707,3.0
Columbia (Guilford),21046,Royal Farms,"7084 Minstrel Way Columbia, MD, 21046",3.09,Royal Farms,,,2.99
Ellicott City (Central),21042,Carroll Motor Fuels,"9109 BALTIMORE NATIONAL PIKE Ellicott City, MD, 21042",2.81,-,39.2771741,-76.8262007,2.81
Ellicott City (Central),21042,Mobil,"9320 Baltimore National Pike Ellicott City, MD, 21042",2.94,Mobil,39.2779163,-76.8325436,2.91
Ellicott City (Central),21042,Sunoco,"10214 Baltimore National Pike, 21042",2.95,Sunoco,39.2803307,-76.8652201,2.92
Ellicott City (Central),21042,Sunoco,"9395 Baltimore National Pike Ellicott City, MD, 21042",2.99,Sunoco,39.2772371,-76.8350415,2.96
Ellicott City (Central),21042,Dash-In,"9075 Baltimore National Pike Ellicott City, MD, 21042",3.09,-,39.2762251,-76.8250029,3.09
Ellicott City (Central),21042,Shell,"4755 Dorsey Hall Dr Ellicott City, MD, 21042",3.29,Shell,39.2423537,-76.8403131,3.24
Ellicott City (North),21043,Carroll Motor Fuels,"8300 Baltimore National Pike Ellicott City, MD, 21043",2.81,-,39.2895052,-76.7997418,2.81
Ellicott City (North),21043,BP,"8505 Baltimore National Pike Ellicott City, MD, 21043",2.87,BP,39.2842309,-76.8075056,2.82
Ellicott City (North),21043,High's,"3095 Rogers Ave Ellicott City, MD, 21043",2.87,High's,39.2874075,-76.8091156,2.82
Ellicott City (North),21043,Carroll Motor Fuels,"8720 Baltimore National Pike Ellicott City, MD, 21043",2.81,-,39.2808054,-76.8147058,2.81
Ellicott City (North),21043,Carroll Motor Fuels,"4132 Old Columbia Pike Ellicott City, MD, 21043",3.01,-,39.2565046,-76.8197592,3.01
Ellicott City (North),21043,Exxon,"4235 Montgomery Rd Ellicott City, MD, 21043",3.03,Exxon,39.2554156,-76.8184372,3.0
Ellicott City (North),21043,Mobil,"4398 Montgomery Rd Ellicott City, MD, 21043",3.09,Mobil,39.2520755,-76.8165282,3.06
Ellicott City (North),21043,Dash In,"4205 Montgomery Rd Ellicott City, MD, 21043",3.09,-,39.2561283,-76.8190081,3.09
Ellicott City (North),21043,Exxon,"8850 Centre Park Dr Columbia, MD, 21043",3.19,Exxon,,,3.16
Severn,21144,Sunoco,"8272 Quarterfield Rd Severn, MD, 21144",2.89,Sunoco,39.1165734,-76.681597,2.86
Severn,21144,Exxon,"805 Reece Rd Severn, MD, 21144",3.09,Exxon,39.1361231,-76.6867451,3.06
Severn,21144,7-Eleven,"500 Donaldson Ave Severn, MD, 21144",3.09,7-Eleven,39.136636,-76.659232,3.06
Severn,21144,Royal Farms,"7843 Telegraph Rd Severn, MD, 21144",3.09,Royal Farms,39.1373727,-76.684828,2.99
Hanover (Arundel Mills),21076,7-Eleven,"1075 Dorsey Rd Hanover, MD, 21076",2.86,7-Eleven,,,2.83
Hanover (Arundel Mills),21076,Exxon,"7043 Arundel Mills Cir Hanover, MD, 21076",2.99,Exxon,39.1539236,-76.7222726,2.96
Hanover (Arundel Mills),21076,Shell,"2631 Old Annapolis Rd Hanover, MD, 21076",2.89,Shell,,,2.84
Hanover (Arundel Mills),21076,Wawa,"7710 Milestone Pkwy Hanover, MD, 21076",3.09,Wawa,39.154105,-76.744585,3.09
Hanover (Arundel Mills),21076,CITGO,"1401 Dorsey Rd Hanover, MD, 21076",3.09,-,39.1588675,-76.7143155,3.09
Hanover (Arundel Mills),21076,Shell,"1356 Dorsey Rd Hanover, MD, 21076",3.29,Shell,39.1588425,-76.7114914,3.24
Jessup,20794,BP,"8810 Washington Blvd Savage, MD, 20794",2.87,BP,39.1437661,-76.8101858,2.82
Jessup,20794,Sunoco,"2739 Annapolis Rd, 20794",2.89,Sunoco,39.1365014,-76.7506844,2.86
Jessup,20794,Royal Farms,"7136 Montevideo Rd Jessup, MD, 20794",2.89,Royal Farms,39.1743215,-76.7771879,2.79
Jessup,20794,Shell,"8755 Washington Blvd Savage, MD, 20794",2.87,Shell,39.1447238,-76.8087484,2.82
Jessup,20794,BP,"7879 Pocomoke Dr Jessup, MD, 20794",2.99,BP,,,2.94
Jessup,20794,Exxon,"7930 Washington Blvd Jessup, MD, 20794",3.03,Exxon,39.1711851,-76.7868219,3.0
Jessup,20794,High's Dairy Store,"2861 Jessup Rd Hanover, MD, 20794",3.07,High's,,,3.02
Jessup,20794,Royal Farms,"2850 Jessup Rd Jessup, MD, 20794",3.09,Royal Farms,39.1424361,-76.7613968,2.99
Jessup,20794,Shell,"2753 Annapolis Rd Hanover, MD, 20794",2.94,Shell,39.1377885,-76.7521393,2.89
Fulton,20759,High's,"11840 Lime Kiln Rd Fulton, MD, 20759",3.19,High's,39.1513419,-76.9241758,3.14
Fulton,20759,BP,"8181 Maple Lawn Blvd Fulton, MD, 20759",3.29,BP,39.1471556,-76.9052212,3.24
Burtonsville,20866,Freestate,"15411 Old Columbia Pike, 20866",2.87,-,39.1083747,-76.9358213,2.87
Clarksville,21029,Exxon,"12405 Clarksville Pike Clarksville, MD, 21029",3.25,Exxon,39.2065148,-76.9427277,3.22
Clarksville,21029,Sunoco,"5015 Signal Bell Ln Clarksville, MD, 21029",3.29,Sunoco,39.2097731,-76.9388595,3.26
Elkridge,21075,XtraFuels,"7300 Washington Blvd Elkridge, MD, 21075",2.89,-,39.1840122,-76.7645677,2.89
Elkridge,21075,Exxon,"7311 Washington Blvd Elkridge, MD, 21075",2.89,Exxon,39.1829419,-76.7637364,2.86
Elkridge,21075,Shell,"7894 Washington Blvd Elkridge, MD, 21075",2.89,Shell,39.1727025,-76.7849234,2.84
Elkridge,21075,Exxon,"6310 Washington Blvd Elkridge, MD, 21075",2.99,Exxon,39.2071708,-76.7278267,2.96
Elkridge,21075,Marathon,"6315 Washington Blvd Elkridge, MD, 21075",3.09,-,39.2062192,-76.7275618,3.09
Elkridge,21075,Shell,"6295 Washington Blvd Elkridge, MD, 21075",3.09,Shell,39.2073558,-76.7270995,3.04
Elkridge,21075,Royal Farms,"8268 Lark Brown Rd Elkridge, MD, 21075",3.09,Royal Farms,39.1890762,-76.7957888,2.99
Elkridge,21075,BP,"5816 WASHINGTON BLVD Elkridge, MD, 21075",3.09,BP,39.2160163,-76.7108429,3.04
Elkridge,21075,Exxon,"6070 Marshalee Dr Elkridge, MD, 21075",3.33,Exxon,39.2084335,-76.7778553,3.3
Odenton,21113,Shell,"1144 MD-175 Odenton, MD, 21113",2.99,Shell,39.082546,-76.690855,2.94
Odenton,21113,Sunoco,"1433 Annapolis Rd Odenton, MD, 21113",2.99,Sunoco,39.0909128,-76.7130138,2.96
Odenton,21113,Royal Farms,"1558 Annapolis Rd Odenton, MD, 21113",3.09,Royal Farms,39.100476,-76.720547,2.99
Odenton,21113,High's Dairy Store,"1624 Annapolis Rd Odenton, MD, 21113",3.09,High's,39.1057505,-76.7217641,3.04
Odenton,21113,BP,"8749 PINEY ORCHARD PKWY Odenton, MD, 21113",3.09,BP,39.0691814,-76.7144977,3.04
Odenton,21113,Exxon,"1318 Annapolis Rd Odenton, MD, 21113",3.19,Exxon,39.0885514,-76.7006064,3.16
Annapolis Junction,20701,7-Eleven,"10930 Guilford Rd Annapolis Junction, MD, 20701",2.89,7-Eleven,39.1292256,-76.7935882,2.86
Spencerville,20868,Mobil,"16201 New Hampshire Ave Silver Spring, MD, 20868",2.99,Mobil,39.076572,-77.0018621,2.96
